LotArea,Neighborhood,BldgType,OverallQual,OverallCond,YearBuilt,YearRemodAdd,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,heatingQ,CentralAir,1stFlrSF,2ndFlrSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,MoSold,YrSold,SaleType,SaleCondition,SalePrice
8712,IDOTRR,1Fam,4,7,1900,1950,TA,TA,Stone,TA,TA,Mn,Unf,0,Unf,859,859,Gd,Y,859,319,0,0,1,0,2,TA,7,0,1,384,1,2010,WD,Abnorml,102776
6240,IDOTRR,1Fam,4,5,1925,1950,TA,TA,CBlock,TA,TA,No,BLQ,152,Unf,628,780,TA,Y,848,0,0,0,1,0,2,TA,5,0,2,539,1,2009,WD,Normal,103000
5500,OldTown,1Fam,4,6,1956,1956,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,882,882,Ex,Y,882,0,0,0,1,0,1,TA,4,0,0,0,4,2007,WD,Normal,103200
6629,Edwards,1Fam,6,6,1925,1950,TA,Gd,BrkTil,TA,TA,No,BLQ,551,Unf,121,672,TA,N,697,672,1,0,2,0,3,TA,6,0,1,300,7,2009,WD,Normal,103600
5520,OldTown,1Fam,6,6,1912,1950,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,755,755,Ex,Y,929,929,0,0,1,0,5,TA,8,0,0,0,7,2009,WD,Abnorml,104000
12513,0mes,1Fam,4,4,1920,2007,TA,Gd,BrkTil,TA,Fa,No,Unf,0,Unf,715,715,Gd,Y,1281,457,0,0,2,0,4,TA,7,1,1,368,6,2009,WD,Normal,104900
9738,Edwards,1Fam,5,7,1924,1950,TA,Gd,BrkTil,TA,TA,No,BLQ,392,Unf,392,784,Gd,Y,949,272,1,0,1,0,4,TA,7,0,1,392,3,2006,WD,Normal,104900
5400,OldTown,1Fam,4,6,1920,1950,Fa,TA,PConc,TA,TA,No,ALQ,420,Rec,420,840,Ex,Y,840,534,0,0,1,0,2,TA,6,0,1,338,10,2009,WD,Normal,105000
9492,0mes,1Fam,5,5,1941,1950,TA,TA,CBlock,TA,TA,No,Rec,409,BLQ,359,768,TA,Y,968,408,1,0,1,0,3,TA,6,1,1,240,4,2007,WD,Normal,105000
9060,Edwards,1Fam,6,5,1939,1950,TA,TA,BrkTil,TA,TA,Mn,Rec,204,Unf,356,560,TA,Y,698,560,0,0,1,0,2,TA,6,0,1,280,10,2009,WD,Normal,105000
10410,OldTown,1Fam,3,4,1915,1950,TA,TA,PConc,TA,TA,No,Unf,0,Unf,672,672,TA,Y,694,520,0,0,1,0,3,TA,6,0,3,936,1,2006,WD,Family,105000
6120,BrkSide,1Fam,5,7,1931,1993,TA,TA,BrkTil,TA,TA,No,BLQ,209,Unf,506,715,TA,Y,875,0,1,0,1,0,2,TA,5,0,1,180,11,2009,WD,Normal,105000
7227,0mes,1Fam,6,6,1954,1954,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,832,832,Gd,Y,832,0,0,0,1,0,2,Gd,4,0,2,528,6,2008,WD,Normal,105500
8520,OldTown,1Fam,6,8,1928,2003,TA,Gd,BrkTil,TA,TA,No,Unf,0,Unf,624,624,Gd,Y,720,0,0,0,1,0,2,TA,5,0,2,484,5,2010,WD,Normal,105900
8100,OldTown,1Fam,5,5,1898,1965,TA,TA,PConc,TA,TA,No,Unf,0,Unf,849,849,TA,N,1075,1063,0,0,2,0,2,TA,11,0,2,360,11,2009,WD,Normal,106000
2016,BrDale,TwnhsE,5,5,1970,1970,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,630,630,TA,Y,630,672,0,0,2,1,3,TA,6,0,2,440,4,2007,WD,Normal,106000
1869,BrDale,Twnhs,6,6,1970,1970,TA,TA,CBlock,TA,TA,No,Rec,321,Unf,162,483,TA,Y,483,504,0,0,1,1,2,TA,5,0,1,280,9,2008,WD,Normal,106000
10800,OldTown,2fmCon,4,7,1900,2000,TA,TA,BrkTil,NA,NA,NA,NA,0,NA,0,0,TA,N,694,600,0,0,2,0,3,TA,7,0,0,0,8,2008,WD,Normal,106250
8339,0mes,1Fam,5,7,1959,1959,TA,TA,Slab,NA,NA,NA,NA,0,NA,0,0,TA,Y,882,0,0,0,1,0,3,TA,5,0,1,294,7,2007,WD,Normal,106500
8765,IDOTRR,1Fam,4,6,1936,1950,TA,TA,BrkTil,TA,TA,No,ALQ,285,Unf,666,951,Ex,N,951,0,0,0,1,0,2,TA,6,0,1,327,4,2006,WD,Abnorml,106500
8900,SawyerW,1Fam,4,4,1966,1966,TA,TA,CBlock,TA,TA,No,Rec,1056,Unf,0,1056,TA,Y,1056,0,1,0,1,0,2,TA,5,0,1,384,11,2006,WD,Normal,107000
7819,Edwards,1Fam,6,5,1976,1976,TA,TA,CBlock,TA,TA,Av,ALQ,549,BLQ,480,1029,TA,Y,1117,0,1,0,1,0,3,TA,6,1,2,672,3,2010,WD,Abnorml,107000
9906,OldTown,1Fam,4,4,1925,1950,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,686,686,Fa,N,810,518,0,0,1,0,3,TA,8,0,1,210,9,2006,WD,Family,107000
5790,OldTown,1Fam,3,6,1915,1950,Gd,Gd,CBlock,Fa,TA,No,Unf,0,Unf,840,840,Gd,N,840,765,0,0,2,0,3,TA,8,0,1,379,5,2010,WD,Normal,107400
7000,Edwards,2fmCon,5,7,1910,1991,TA,TA,CBlock,Gd,TA,Gd,GLQ,969,Unf,148,1117,TA,Y,820,527,1,0,1,0,3,TA,5,0,0,0,1,2008,WD,Normal,107500
7200,0mes,1Fam,5,7,1955,2007,TA,TA,Slab,NA,NA,NA,NA,0,NA,0,0,Ex,Y,827,0,0,0,1,0,2,TA,5,1,1,392,4,2010,WD,Normal,107500
6600,OldTown,1Fam,5,4,1892,1965,TA,TA,Stone,TA,TA,No,Unf,0,Unf,994,994,TA,N,1378,994,0,0,2,0,4,TA,11,0,1,432,12,2009,WD,Normal,107500
6000,OldTown,1Fam,4,7,1954,2000,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,901,901,Ex,Y,901,0,0,0,1,0,2,TA,4,0,1,281,8,2008,WD,Normal,107900
8978,Sawyer,1Fam,5,5,1968,1968,TA,TA,PConc,TA,TA,No,Unf,0,Unf,948,948,TA,Y,948,0,0,0,1,0,3,TA,6,0,1,300,5,2007,WD,Family,108000
8777,Edwards,1Fam,4,5,1949,2003,TA,TA,CBlock,NA,NA,NA,NA,0,NA,0,0,Ex,Y,1126,0,0,0,2,0,2,Gd,5,0,2,520,5,2009,WD,Normal,108000
13907,Edwards,1Fam,5,6,1940,1969,TA,TA,CBlock,TA,TA,No,BLQ,290,Unf,706,996,Ex,Y,996,0,1,0,1,0,3,TA,6,1,0,0,7,2008,WD,Normal,108000
10200,Sawyer,1Fam,5,8,1940,1997,TA,TA,PConc,TA,TA,No,Unf,0,Unf,672,672,Ex,Y,672,0,0,0,1,0,2,TA,4,0,1,240,8,2008,WD,Normal,108000
11040,IDOTRR,1Fam,4,6,1920,1950,TA,TA,CBlock,TA,TA,No,Rec,637,Unf,0,637,Gd,Y,897,439,0,0,1,1,3,TA,7,0,1,570,9,2006,COD,Normal,108000
9084,Edwards,1Fam,4,5,1940,1950,TA,TA,CBlock,TA,TA,Mn,Unf,0,Unf,755,755,TA,Y,755,755,1,0,1,0,4,TA,7,1,1,296,10,2009,WD,Normal,108000
5400,OldTown,1Fam,5,6,1921,1968,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,1073,1073,Ex,Y,1073,0,0,0,1,0,2,TA,4,0,1,326,12,2006,WD,Abnorml,108480
6000,OldTown,1Fam,4,4,1920,1950,TA,TA,PConc,TA,TA,No,ALQ,250,Unf,710,960,Gd,Y,960,0,0,0,1,0,2,Fa,5,0,1,308,7,2007,WD,Normal,108500
12900,Sawyer,Duplex,4,4,1969,1969,TA,TA,CBlock,Gd,TA,Av,GLQ,1198,Unf,0,1198,TA,Y,1258,0,2,0,0,2,0,TA,6,0,2,400,1,2008,WD,Alloca,108959
7922,0mes,1Fam,5,7,1953,2007,TA,Gd,CBlock,TA,TA,No,GLQ,731,Unf,326,1057,TA,Y,1057,0,1,0,1,0,3,Gd,5,0,1,246,1,2010,WD,Abnorml,109000
10134,OldTown,1Fam,5,6,1940,1950,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,735,735,Gd,Y,735,299,0,0,1,0,2,TA,5,0,1,240,7,2007,WD,Normal,109000
8593,0mes,1Fam,4,6,1957,1957,TA,TA,CBlock,TA,TA,No,Rec,288,Unf,619,907,Ex,Y,907,0,0,0,1,0,3,TA,5,0,1,352,7,2008,WD,Normal,109008
7200,0mes,1Fam,5,7,1950,1950,TA,TA,CBlock,NA,NA,NA,NA,0,NA,0,0,TA,Y,1040,0,0,0,1,0,2,TA,5,0,2,625,6,2006,WD,Normal,109500
6600,0mes,1Fam,5,5,1962,1962,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,894,894,Gd,N,894,0,0,0,1,0,2,TA,5,0,1,308,8,2009,WD,Normal,109500
9022,OldTown,1Fam,5,8,1924,2006,Gd,TA,BrkTil,TA,TA,No,Unf,0,Unf,768,768,Ex,Y,792,0,0,0,1,0,2,Gd,5,0,1,240,5,2009,WD,Normal,109500
6130,BrkSide,1Fam,5,6,1924,1950,TA,TA,BrkTil,TA,TA,No,ALQ,784,Unf,0,784,Gd,Y,784,0,1,0,1,0,2,Gd,5,0,0,0,5,2008,WD,Normal,109500
7162,Sawyer,1Fam,5,7,1966,1966,TA,TA,PConc,TA,TA,No,Unf,0,Unf,876,876,TA,Y,904,0,0,0,1,0,3,TA,6,0,1,408,12,2008,WD,Abnorml,109900
7200,0mes,1Fam,4,5,1950,1950,TA,TA,Slab,NA,NA,NA,NA,0,NA,0,0,TA,Y,1040,0,0,0,1,0,2,TA,4,0,2,420,7,2006,WD,Normal,109900
4800,IDOTRR,1Fam,4,7,1916,1990,TA,TA,CBlock,TA,TA,No,LwQ,197,Unf,999,1196,Ex,Y,1196,0,1,0,1,0,2,TA,5,0,2,440,7,2007,WD,Normal,109900
7015,BrkSide,1Fam,5,4,1950,1950,TA,TA,CBlock,TA,TA,No,LwQ,185,Unf,524,709,TA,Y,979,224,1,0,1,0,3,Gd,5,1,1,352,7,2009,WD,Normal,110000
7340,0mes,1Fam,4,6,1971,1971,TA,TA,CBlock,TA,TA,No,ALQ,322,Unf,536,858,TA,Y,858,0,0,0,1,0,2,TA,4,0,1,684,6,2007,WD,Normal,110000
9477,0mes,1Fam,5,5,1966,1966,TA,TA,CBlock,TA,TA,No,Rec,340,Unf,524,864,TA,Y,892,0,0,0,1,0,3,TA,5,0,1,264,10,2008,WD,Normal,110000
13560,0mes,1Fam,6,3,1968,1968,TA,TA,CBlock,Fa,Fa,No,Unf,0,Unf,1392,1392,Gd,Y,1392,0,1,0,1,0,2,TA,5,2,2,576,7,2009,WD,Normal,110000
8472,IDOTRR,Duplex,5,5,1963,1963,Fa,TA,CBlock,Gd,TA,Gd,LwQ,816,GLQ,0,816,TA,N,816,0,1,0,1,0,2,TA,5,0,2,516,5,2010,WD,Normal,110000
7990,CollgCr,1Fam,5,6,1975,1975,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,924,924,TA,Y,924,0,0,0,1,0,3,TA,5,0,1,280,4,2008,WD,Normal,110000
11475,0mes,Duplex,5,5,1958,1958,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,1584,1584,TA,Y,1776,0,1,0,2,0,4,TA,9,0,3,888,7,2009,COD,Abnorml,110000
5684,OldTown,1Fam,6,8,1930,2005,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,813,813,Ex,Y,813,0,0,0,1,0,2,Gd,5,0,1,270,6,2006,WD,Normal,110000
9450,Edwards,1Fam,4,5,1954,1954,TA,TA,CBlock,TA,TA,No,LwQ,552,Unf,342,894,Ex,Y,894,0,0,0,1,0,3,TA,5,0,2,400,5,2007,WD,Abnorml,110000
12354,Edwards,1Fam,6,8,1920,2000,TA,TA,BrkTil,TA,Fa,Mn,Unf,0,Unf,684,684,Gd,Y,684,512,0,0,1,0,3,Gd,7,0,2,528,8,2009,ConLI,Normal,110000
10440,OldTown,1Fam,5,6,1910,1981,TA,TA,PConc,TA,TA,No,Unf,0,Unf,440,440,Gd,Y,682,548,0,0,1,1,2,TA,5,0,2,440,5,2009,WD,Normal,110000
7677,0mes,1Fam,5,5,1953,1953,TA,TA,CBlock,TA,TA,No,BLQ,570,Unf,203,773,Gd,Y,773,0,0,0,1,0,2,TA,4,0,1,240,4,2008,WD,Abnorml,110000
3500,OldTown,1Fam,5,7,1947,1950,TA,TA,CBlock,TA,TA,No,LwQ,312,Unf,408,720,TA,Y,720,564,0,0,1,1,2,TA,5,0,1,240,4,2009,WD,Normal,110000
6000,OldTown,1Fam,6,6,1925,1980,TA,Gd,BrkTil,TA,TA,No,BLQ,397,Unf,706,1103,Gd,Y,1103,0,0,0,1,0,2,Gd,5,1,2,440,7,2006,WD,Normal,110500
3880,OldTown,1Fam,5,9,1945,1997,TA,Gd,CBlock,TA,TA,No,ALQ,329,Unf,357,686,Gd,Y,866,0,0,0,1,0,2,Gd,4,0,0,0,8,2007,WD,Normal,110500
10215,Edwards,1Fam,4,5,1954,1954,TA,TA,PConc,TA,TA,No,ALQ,492,Unf,372,864,Ex,Y,948,0,0,0,1,0,3,TA,5,0,1,248,2,2007,WD,Normal,111000
12735,0mes,1Fam,4,5,1972,1972,TA,TA,CBlock,TA,TA,No,BLQ,600,Unf,264,864,TA,Y,864,0,0,0,1,0,3,TA,5,0,2,576,4,2008,COD,Normal,111250
8926,Edwards,1Fam,4,3,1956,1956,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,672,672,Ex,Y,960,0,0,0,1,0,3,TA,5,0,1,288,10,2009,COD,Abnorml,112000
25339,Sawyer,1Fam,5,7,1918,2007,TA,Gd,BrkTil,TA,TA,No,Unf,0,Unf,816,816,Ex,Y,1416,0,0,0,2,0,3,Gd,7,0,2,576,8,2007,WD,Normal,112000
8780,Mitchel,1Fam,5,5,1985,1985,TA,TA,CBlock,TA,TA,No,ALQ,625,Unf,208,833,Ex,Y,833,0,1,0,1,0,3,TA,5,0,0,0,3,2009,WD,Normal,112000
11767,Edwards,1Fam,4,7,1910,2000,TA,TA,CBlock,Fa,TA,No,Unf,0,Unf,560,560,Gd,N,796,550,0,0,1,1,2,TA,6,0,1,384,5,2007,WD,Normal,112000
8930,Sawyer,Duplex,6,5,1978,1978,TA,TA,Slab,NA,NA,NA,NA,0,NA,0,0,TA,Y,1318,584,0,0,2,0,4,TA,8,0,2,539,4,2010,WD,Normal,112000
7000,OldTown,1Fam,6,6,1924,1950,TA,Gd,BrkTil,Fa,TA,No,LwQ,617,Unf,0,617,Gd,Y,865,445,0,0,2,0,2,TA,6,0,1,398,5,2006,COD,Normal,112000
1680,BrDale,Twnhs,5,5,1971,1971,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,630,630,TA,Y,630,672,0,0,2,1,3,TA,6,0,1,280,5,2009,COD,Abnorml,112000
7700,CollgCr,1Fam,5,5,1972,1972,TA,TA,CBlock,TA,TA,No,LwQ,606,Rec,276,882,TA,Y,882,0,1,0,1,0,3,TA,5,0,2,461,3,2007,WD,Normal,112500
6000,OldTown,1Fam,5,6,1957,1957,TA,TA,CBlock,TA,TA,No,Rec,308,Unf,620,928,Gd,Y,928,0,0,0,1,0,3,TA,5,0,1,288,6,2008,WD,Normal,112500
21750,Mitchel,1Fam,5,5,1954,1954,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,988,988,Ex,Y,988,0,0,0,1,0,2,TA,4,0,2,520,2,2008,WD,Normal,113000
6380,BrkSide,1Fam,5,6,1922,1950,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,993,993,TA,Y,1048,0,0,0,1,0,2,TA,5,1,1,280,8,2006,WD,Normal,113000
8741,Edwards,1Fam,6,4,1945,1950,TA,TA,CBlock,TA,Fa,No,LwQ,94,Unf,641,735,TA,Y,798,689,0,0,1,1,3,TA,7,1,1,220,4,2010,WD,Normal,113000
9340,Edwards,1Fam,4,6,1941,1950,TA,TA,CBlock,TA,TA,No,Rec,344,Unf,328,672,TA,Y,672,0,1,0,1,0,2,TA,4,0,1,234,8,2009,WD,Normal,113000
4456,OldTown,2fmCon,4,5,1920,2008,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,736,736,Gd,Y,736,716,0,0,2,0,2,TA,8,0,0,0,6,2009,New,Partial,113000
1890,BrDale,Twnhs,6,5,1973,1973,TA,TA,CBlock,TA,TA,No,BLQ,356,Unf,316,672,TA,Y,672,546,0,0,1,1,3,TA,7,0,1,264,5,2007,WD,Normal,113000
10150,0mes,1Fam,5,5,1958,1958,TA,TA,CBlock,TA,TA,No,Rec,456,Unf,456,912,Ex,Y,912,0,0,0,1,0,2,TA,5,0,1,275,7,2007,COD,Normal,114500
6240,BrkSide,1Fam,6,6,1934,1950,TA,TA,PConc,TA,TA,No,Unf,0,Unf,816,816,TA,Y,816,0,0,0,1,0,3,TA,6,1,2,528,9,2006,WD,Normal,114500
3600,OldTown,1Fam,6,7,1910,1993,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,684,684,Ex,N,684,684,0,0,1,0,3,TA,7,0,1,216,10,2006,WD,Normal,114504
6240,BrkSide,1Fam,5,4,1936,1950,TA,TA,BrkTil,Gd,TA,No,Unf,0,Unf,896,896,Gd,Y,896,448,0,0,1,0,3,TA,7,0,1,240,4,2006,WD,Normal,115000
2665,MeadowV,TwnhsE,5,6,1976,1976,TA,TA,PConc,Gd,TA,Mn,Unf,0,Unf,264,264,TA,Y,616,688,0,0,1,1,3,TA,4,1,1,336,6,2008,WD,Normal,115000
3950,OldTown,1Fam,6,8,1926,2004,TA,TA,CBlock,TA,TA,No,Rec,468,Unf,350,818,TA,Y,818,406,0,0,1,0,3,TA,5,0,1,210,12,2009,WD,Normal,115000
21750,Mitchel,1Fam,5,4,1960,2006,TA,Fa,Slab,NA,NA,NA,NA,0,NA,0,0,TA,Y,1771,0,0,0,1,0,3,TA,9,1,2,336,11,2009,WD,Normal,115000
8500,IDOTRR,1Fam,5,7,1919,2005,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,793,793,TA,N,997,520,0,0,2,0,3,Fa,7,0,0,0,8,2007,WD,Normal,115000
10500,0mes,1Fam,4,5,1971,1971,TA,TA,CBlock,TA,TA,No,ALQ,432,Unf,432,864,TA,Y,864,0,0,0,1,0,3,TA,5,1,0,0,4,2010,ConLI,Normal,115000
7800,0mes,1Fam,5,5,1964,1964,TA,TA,CBlock,TA,TA,No,Rec,912,LwQ,0,912,TA,Y,912,0,0,0,1,0,2,TA,5,0,1,288,11,2006,WD,Abnorml,115000
10434,0mes,1Fam,4,5,1955,1955,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,1005,1005,TA,Y,1005,0,0,0,1,0,2,Fa,5,1,2,672,11,2009,WD,Normal,115000
8172,Edwards,1Fam,5,7,1955,1990,TA,TA,CBlock,TA,TA,No,Rec,167,Unf,697,864,TA,Y,864,0,1,0,1,0,2,TA,5,0,2,572,4,2006,WD,Normal,115000
8960,OldTown,1Fam,5,6,1927,1950,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,1008,1008,Gd,Y,1028,0,0,0,1,0,2,TA,5,1,2,360,3,2010,WD,Normal,115000
10480,SWISU,1Fam,6,5,1936,1950,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,1064,1064,Ex,Y,1166,0,0,0,1,0,3,TA,6,0,1,240,3,2008,WD,Normal,115000
6000,OldTown,1Fam,5,5,1948,1950,TA,TA,CBlock,TA,TA,No,ALQ,273,BLQ,516,789,Ex,Y,789,0,0,0,1,0,2,TA,5,0,1,250,4,2008,WD,Partial,115000
8892,0mes,1Fam,5,7,1953,1996,Gd,TA,Stone,TA,TA,Av,Unf,0,Unf,105,105,Gd,Y,910,0,0,0,1,0,3,Gd,5,0,2,414,10,2008,WD,Normal,116000
8248,Edwards,1Fam,5,7,1918,1950,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,686,686,Gd,Y,686,564,0,1,1,1,3,Fa,7,0,1,280,7,2006,WD,Normal,116000
4400,OldTown,1Fam,6,8,1920,1950,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,648,648,TA,Y,734,384,0,0,1,0,2,TA,6,0,2,440,10,2006,WD,Normal,116000
9353,0mes,1Fam,4,5,1970,1970,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,864,864,Gd,Y,864,0,0,0,1,0,3,TA,5,0,1,280,7,2006,Oth,Abnorml,116050
7207,BrkSide,1Fam,5,7,1958,2008,TA,Gd,CBlock,TA,TA,Gd,BLQ,696,Unf,162,858,Gd,Y,858,0,1,0,1,0,2,TA,4,0,0,0,2,2010,WD,Normal,116500
5700,OldTown,1Fam,7,7,1926,1950,TA,TA,PConc,TA,TA,No,Unf,0,Unf,572,572,TA,Y,572,539,0,0,1,0,2,TA,5,1,1,288,8,2008,WD,Normal,116900
5400,OldTown,1Fam,5,7,1954,2000,TA,Gd,CBlock,TA,TA,No,Rec,415,Unf,418,833,Ex,Y,833,0,0,0,1,0,2,Gd,4,0,1,326,8,2006,WD,Normal,117000
10998,Edwards,1Fam,5,5,1941,1960,TA,TA,CBlock,TA,TA,No,LwQ,828,BLQ,156,984,Ex,Y,984,620,0,0,2,0,3,TA,6,0,2,660,7,2009,WD,Normal,117000
5310,OldTown,1Fam,6,8,1910,2003,TA,Gd,CBlock,TA,Fa,No,Unf,0,Unf,485,485,Gd,Y,1001,634,0,0,1,0,2,Gd,5,0,1,255,6,2006,WD,Normal,117000
6000,BrkSide,1Fam,5,8,1925,1997,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,884,884,Ex,Y,884,464,1,0,1,0,3,TA,5,1,1,216,5,2009,WD,Normal,117000
9900,OldTown,1Fam,6,4,1880,1950,TA,TA,BrkTil,TA,TA,Mn,Unf,0,Unf,1008,1008,TA,Y,1178,1032,0,0,2,0,5,Fa,8,0,1,205,5,2007,WD,Normal,117500
9100,0mes,1Fam,5,6,1965,1965,TA,TA,CBlock,TA,TA,No,BLQ,804,Rec,121,925,Ex,Y,925,0,0,1,1,0,2,TA,5,0,1,429,7,2009,WD,Normal,117500
12108,Edwards,Duplex,4,4,1955,1955,TA,TA,CBlock,TA,TA,No,ALQ,133,Unf,1307,1440,TA,N,1440,0,0,0,2,0,4,Fa,8,0,0,0,9,2008,WD,Normal,118000
9000,0mes,1Fam,5,5,1954,1954,TA,TA,CBlock,TA,TA,No,LwQ,812,Unf,124,936,TA,Y,1128,0,0,0,1,0,2,TA,5,0,1,286,6,2006,WD,Family,118000
7420,BrkSide,2fmCon,5,6,1939,1950,TA,TA,BrkTil,TA,TA,No,GLQ,851,Unf,140,991,Ex,Y,1077,0,1,0,1,0,2,TA,5,2,1,205,1,2008,WD,Normal,118000
9405,Edwards,1Fam,5,9,1947,2008,TA,Ex,CBlock,TA,TA,No,Unf,0,Unf,698,698,Ex,Y,698,0,0,1,1,0,2,TA,4,0,0,0,6,2009,WD,Normal,118000
1680,BrDale,Twnhs,6,8,1972,2007,TA,TA,CBlock,TA,TA,No,ALQ,162,Unf,321,483,Gd,Y,483,504,0,0,1,1,2,Gd,5,0,1,264,5,2009,WD,Normal,118000
1680,BrDale,Twnhs,6,7,1972,1972,TA,TA,CBlock,TA,TA,No,BLQ,317,Unf,355,672,Gd,Y,672,546,0,1,1,1,3,TA,7,0,1,264,5,2006,WD,Normal,118000
8263,IDOTRR,1Fam,6,5,1920,1950,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,1012,1012,TA,Y,1012,0,0,0,1,0,2,TA,6,1,1,308,5,2007,WD,Normal,118400
11841,Edwards,Duplex,6,5,1990,1990,TA,Gd,CBlock,Gd,TA,Av,GLQ,816,Unf,0,816,TA,Y,816,0,1,0,1,0,3,TA,5,0,0,0,5,2007,WD,Normal,118500
8480,0mes,1Fam,5,5,1947,1950,TA,TA,CBlock,TA,TA,No,Rec,442,Unf,390,832,TA,Y,832,384,0,0,1,0,2,TA,6,0,1,336,10,2008,COD,Abnorml,118500
7943,Sawyer,1Fam,4,5,1961,1961,TA,Fa,CBlock,TA,TA,Mn,Rec,903,Unf,126,1029,Gd,Y,1029,0,1,0,1,0,3,TA,5,0,1,261,4,2007,WD,Normal,118500
6204,SWISU,1Fam,4,5,1912,1950,Gd,TA,PConc,TA,Fa,No,Unf,0,Unf,795,795,TA,N,954,795,1,0,1,0,5,TA,10,0,1,440,3,2006,WD,Normal,118500
7018,SawyerW,Duplex,5,5,1979,1979,TA,TA,Slab,NA,NA,NA,NA,0,NA,0,0,TA,Y,1535,0,0,0,2,0,4,TA,8,0,2,400,6,2009,WD,Alloca,118858
7018,SawyerW,Duplex,5,5,1979,1979,TA,Fa,Slab,NA,NA,NA,NA,0,NA,0,0,TA,Y,1535,0,0,0,2,0,4,TA,8,0,2,410,6,2009,WD,Alloca,118964
10624,0mes,Duplex,5,4,1964,1964,TA,TA,CBlock,TA,TA,No,GLQ,304,Rec,1424,1728,TA,Y,1728,0,0,1,2,0,6,TA,10,0,1,352,11,2007,WD,Normal,119000
9600,0mes,1Fam,6,5,1950,1950,TA,TA,CBlock,TA,TA,No,BLQ,280,Unf,752,1032,TA,Y,1032,220,0,0,1,0,3,TA,6,0,1,288,4,2008,WD,Abnorml,119000
7200,0mes,1Fam,5,7,1950,1950,TA,TA,CBlock,TA,TA,No,BLQ,630,Rec,246,876,TA,Y,988,0,0,0,1,0,3,TA,6,0,1,276,5,2007,WD,Normal,119000
8190,Edwards,1Fam,4,6,1954,1954,TA,TA,CBlock,TA,TA,No,Rec,732,Unf,216,948,Ex,Y,948,0,1,0,1,0,3,TA,5,1,1,280,10,2007,WD,Normal,119000
7200,OldTown,1Fam,5,7,1940,1992,TA,Gd,CBlock,TA,TA,No,BLQ,510,Unf,278,788,TA,Y,804,0,1,0,1,0,2,Gd,4,2,1,240,2,2010,WD,Abnorml,119000
8405,Edwards,1Fam,5,8,1900,1950,TA,TA,BrkTil,TA,Gd,No,Rec,632,BLQ,229,861,Ex,Y,961,406,1,0,1,0,4,TA,7,0,1,384,4,2008,WD,Normal,119000
6000,BrkSide,1Fam,6,7,1926,2004,Gd,TA,PConc,TA,TA,No,Unf,0,Unf,884,884,Gd,Y,904,0,0,0,1,0,2,TA,4,0,1,180,1,2009,WD,Normal,119000
11664,0mes,1Fam,6,5,1948,1950,TA,TA,CBlock,TA,Fa,No,BLQ,336,Unf,746,1082,TA,Y,1082,0,0,0,1,0,2,TA,5,1,1,240,11,2007,WD,Normal,119200
9758,0mes,1Fam,5,5,1971,1971,TA,TA,CBlock,TA,TA,No,BLQ,699,LwQ,251,950,TA,Y,950,0,0,0,1,0,3,TA,5,0,1,280,7,2007,WD,Normal,119500
8600,IDOTRR,1Fam,6,6,1937,1950,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,780,780,TA,Y,780,596,0,0,2,0,3,TA,7,1,1,198,6,2006,WD,Normal,119500
6951,Mitchel,1Fam,5,5,1984,1985,TA,TA,CBlock,TA,TA,No,ALQ,658,Unf,218,876,TA,Y,923,0,1,0,1,0,3,TA,5,0,1,264,10,2008,WD,Normal,119500
1680,BrDale,Twnhs,5,7,1972,1972,TA,TA,CBlock,TA,TA,No,ALQ,231,Unf,399,630,TA,Y,630,672,0,0,2,1,3,TA,6,0,1,264,2,2009,WD,Normal,119500
